,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
1416,tm201906,Belgica,belgica,MOVIE,"The story of two brothers who, even though they have absolutely nothing in common, open a bar together that quickly becomes a regular hangout for nighthawks. Despite the success, they must soon face up to the difficulties inherent in running a family business. Their brotherhood turns into rivalry, through no fault of their own.",2016,FR,France,drama,0,not specified,not specified,127,long,6.7,4519,4.889,5.9
1417,ts38769,Chelsea,chelsea,SHOW,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",2016,US,United States of America,comedy,2,TV-MA,adults,52,long,6.0,2072,16.004,5.1
1418,tm233344,Kapoor & Sons,kapoor & sons,MOVIE,"Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.",2016,IN,India,drama,0,PG-13,supervised,140,long,7.7,26130,8.129,7.0
1419,tm240162,Udta Punjab,udta punjab,MOVIE,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a policeman, a doctor, a migrant worker, and a rockstar.",2016,IN,India,drama,0,R,adults,148,long,7.7,30276,8.861,7.2
1420,tm211478,Tamasha,tamasha,MOVIE,"Ved and Tara meet accidentally meet in Corsica, France and decide to spend the next 7 days together with secretly revealing their true identity or without any promise to meet later, ever. Tara eventually falls in love with Ved and goes to find Ved after 4 years, and helps him to find his true story where he belongs.",2015,IN,India,drama,0,PG,supervised,139,long,7.3,27331,6.88,6.6
1421,ts41294,Mossad 101,mossad 101,SHOW,"Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.

The series revolves around a secret Mossad compound called 'HaMidrasha', which is surrounded by surveillance cameras and is equipped with technological devices. The compound operates a training course in which 13 trainees are sent to complicated missions in order to test their suitability for the occupation, and their improvisation, seduction and impersonation abilities. Yonna, the commander of the course, criticizes the mediocrity of Mossad's agents and demands from the new trainees a higher level of execution. He decides to create a new training program to test his trainees via unusual and radical situations, in which, apart from excellence, Yonna demands a creative ""out of the box"" thinking.",2015,IL,Israel,action,2,TV-MA,adults,42,long,6.7,649,5.022,5.9
1422,tm244758,Breaking the Bank,breaking the bank,MOVIE,"With ruthless US and Japanese investment banks circling Tuftons, a struggling two-hundred-year-old, family-run British bank, can its bumbling, incompetent chairman, Sir Charles Bunbury, fend off the onslaught and save the bank?",2016,GB,United Kingdom of Great Britain and Northern Ireland,comedy,0,not specified,not specified,106,long,4.8,939,3.056,4.5
1423,tm321189,All About Asado,all about asado,MOVIE,"All About Asado is a trip into the culinary heart of Argentina. Asado, the tradition of grilled meat, is a food and also a ritual. It is primitive and modern, wild and sophisticated, an art and a science. Few phenomena reveal the essential characteristics of Argentina’s national identity with more originality and precision. Equal parts road-movie, documentary and fiction, Gastón Duprat and Mariano Cohn’s playful film delves into the almost sacred tradition of asado, using a sharp and irreverent gaze to explore the country’s meaty fixation.",2016,AR,Argentina,documentation,0,not specified,not specified,90,long,6.5,579,1.802,6.1
1424,ts41485,Vanished 46,vanished 46,SHOW,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",2016,TR,Türkiye,drama,1,TV-MA,adults,63,long,8.2,4326,2.184,7.8
1425,tm245722,Chronically Metropolitan,chronically metropolitan,MOVIE,A case of writer's block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,2016,US,United States of America,comedy,0,not specified,not specified,86,medium,4.9,1525,3.964,5.3
1426,ts53543,The Miracle,the miracle,SHOW,"How could twin sisters be such polar opposites? Kwon Shi Ah is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shia has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon, is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame. Because of this, Shi Yeon has become a recluse, who prefers staying home and producing an Internet broadcast within the safety of her room. The only time Shi Yeon ventures out is to visit a mysterious tarot card reader who gives Shi Yeon a magical tarot card every day. But the twin sisters’ lives are turned upside down when they wake up one day and realize that their souls have switched bodies! What will an idol musician and Shi Yeon’s high school crush think of the women they thought they knew?",2016,KR,"Korea, Republic of",drama,1,TV-14,supervised,18,short,6.3,214,11.974,8.0
1427,tm282915,Fate/Grand Order: First Order,fate/grand order: first order,MOVIE,"The year 2015 CE.  The last era in which magecraft still thrived.  The Chaldea Security Organization was founded to focus on preserving the continuation of human history. They observe a world which magecraft couldn't observe and science couldn't measure all to prevent the certain extinction of humanity.  But one day, the future that Chaldea continued to observe disappears and humanity's extinction in 2017 becomes clear. Rather, it had already happened.  The cause seems to be related to Fuyuki, a provincial town in Japan, in the year 2004 CE. There, an ""unobservable region"" that had not existed before appears.  Based on the assumption that Fuyuki is the reason for humanity's extinction, Chaldea issues an order to explore, investigate, and possibly destroy this singularity – a quest for the Holy Grail, the Grand Order.",2016,JP,Japan,action,0,not specified,not specified,72,medium,5.7,896,12.341,6.8
1428,ts53149,White Nights,white nights,SHOW,Seo Yi-Kyung ambitiously wants to build her own empire. She is calm and also passionate. She doesn't believe greed is a sin. Park Gun-Woo possesses good looks and comes from a wealthy family that runs a large company. Seo Yi-Kyung is his first love and he is still in love with her. Lee Se-Jin comes from a poor background. She desperately wants to escape from her situation.,2016,KR,"Korea, Republic of",drama,1,not specified,not specified,62,long,6.9,297,5.348,8.0
1429,ts83224,Toon,toon,SHOW,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",2016,NL,"Netherlands, Kingdom of the",comedy,2,TV-MA,adults,27,short,7.6,892,2.503,8.2
1430,tm232931,Hannibal Buress: Comedy Camisado,hannibal buress: comedy camisado,MOVIE,"He's a kamikaze gambler. A one-arm cuddler. And if his fly is down, so be it. A night of sly riffs and slow burns.",2016,US,United States of America,comedy,0,R,adults,67,medium,6.6,1520,4.087,6.4
1431,tm227922,Anjelah Johnson: Not Fancy,anjelah johnson: not fancy,MOVIE,"Actress and comedian Anjelah Johnson showcases her hilarious impressions to riff on European Gypsies, Vietnamese manicurists, Mexican moms, and more.",2015,US,United States of America,comedy,0,not specified,not specified,63,medium,5.7,701,2.405,4.8
1432,ts74917,72 Cutest Animals,72 cutest animals,SHOW,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,2016,AU,Australia,documentation,1,not specified,not specified,27,short,5.7,446,2.719,6.5
1433,tm272854,Force 2,force 2,MOVIE,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",2016,IN,India,action,0,PG,supervised,123,long,6.2,5550,5.209,6.6
1434,tm233015,Fitoor,fitoor,MOVIE,"A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",2016,IN,India,romance,0,not specified,not specified,131,long,5.4,4840,5.517,5.8
1435,tm139590,Triumph in the Skies,triumph in the skies,MOVIE,"Young pilot Branson (Louis Koo) recently takes over Skylette, his father's aviation empire, only to realise his old flames Cassie (Charmaine Sheh) is a flight attendant there. Several years ago, he was forced to break up with her and move to New York to take care of his father's business. To this day, the two continue to harbour feelings for each other but decide to keep them bottled up. In an effort to rebrand the airline, Branson invites rock idol TM to star in an upcoming commercial and appoints Sam (Francis Ng) as her flying consultant. In congruent in both tastes and experience, this odd couple gets off on the wrong foot. As the shoot progresses, however, they slowly discover each other's merits, developing a strong mutual attraction. Jayden (Julien Cheung) has left Skylette Airline to become a pilot for private jets. He meets the young and vivacious Kika (Kuo Tsai Chieh) during a flight and assumes her to be wayward and shallow...",2015,HK,Hong Kong,comedy,0,not specified,not specified,100,long,4.3,377,1.835,4.2
1436,tm242422,In the Shadow of Iris,in the shadow of iris,MOVIE,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",2016,FR,France,thriller,0,not specified,not specified,99,long,6.1,4275,8.117,5.844
1437,tm193211,Mucize,mucize,MOVIE,1960s Turkey countryside. A newly assigned teacher finds out that the solitary village is missing a school. He gets fond of the village people and especially a disabled man. The teacher helps the village to build a new school and educate the children and the disabled man.,2015,TR,Türkiye,drama,0,PG-13,supervised,136,long,7.6,12593,6.24,7.2
1438,tm270555,The Ivory Game,the ivory game,MOVIE,"Wildlife activists and investigators put their lives on the line to battle the illegal African ivory trade, in this suspenseful on-the-ground documentary.",2016,AT,Austria,documentation,0,not specified,not specified,112,long,7.9,3243,3.919,7.6
1439,tm236999,Our Lovers,our lovers,MOVIE,"Carlos is a man who goes to a coffee shop-library to take a cup, where Irene is reading a book. Not a reason for it, Irene close to Carlos and talks with him, starting a friendship with a little rules: no pasts, no birth names, no modern ways to contact between them (as Internet or similar), and finally not falling in love each other. Calling themselves Hada Chalada ('Crazy Fairy') and Duende Chiflado ('Mad Goblin'), both pass the days walking around the city engaged with magic, surrealist and funnies conversations about life, love and themselves, at the same time that Carlos tries to end his new script with his friend Cristóbal, and eccentric writer obsessed with Japan.",2016,ES,Spain,romance,0,not specified,not specified,88,medium,6.7,4228,17.857,7.2
